정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),
AT센터.양재꽃시장,22298,0411,서울드래곤시티 - 용산역3번출구.용산차고지,2024-11-02(토),일반인,0,0,0,0,0,1,0,6,0,1,0,4,0,2,0,3,0,3,0,1,0,3,0,7,0,9,0,6,0,1,0,3,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,0411,서울드래곤시티 - 용산역3번출구.용산차고지,2024-11-02(토),어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,0411,서울드래곤시티 - 용산역3번출구.용산차고지,2024-11-02(토),청소년,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,0411,서울드래곤시티 - 용산역3번출구.용산차고지,2024-11-02(토),경로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,0411,서울드래곤시티 - 용산역3번출구.용산차고지,2024-11-02(토),장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,140,도봉산역광역환승센터 - 도봉산역광역환승센터,2024-11-02(토),일반인,0,0,0,6,0,10,0,8,0,7,0,12,0,4,0,13,0,5,0,27,0,9,0,14,0,13,0,12,0,19,0,10,0,12,0,7,0,3,1,15,0,7,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,140,도봉산역광역환승센터 - 도봉산역광역환승센터,2024-11-02(토),어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,140,도봉산역광역환승센터 - 도봉산역광역환승센터,2024-11-02(토),청소년,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,140,도봉산역광역환승센터 - 도봉산역광역환승센터,2024-11-02(토),경로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,140,도봉산역광역환승센터 - 도봉산역광역환승센터,2024-11-02(토),장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,400,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),일반인,0,0,0,0,0,0,0,6,0,8,0,3,1,2,1,6,0,1,0,1,1,10,0,7,0,3,0,9,0,2,1,2,0,4,0,2,0,6,0,2,0,4,0,4,0,0,0,0,
AT센터.양재꽃시장,22298,400,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,400,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
AT센터.양재꽃시장,22298,405,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),일반인,0,0,0,0,0,5,0,3,0,8,1,5,0,9,0,5,0,8,0,3,0,14,0,2,0,13,0,8,1,4,0,2,0,5,0,5,2,5,0,3,0,2,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,405,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,405,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),청소년,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,405,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),경로,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,405,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,421,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),일반인,0,0,0,0,0,0,0,7,0,5,1,3,0,10,0,7,2,9,1,4,0,7,0,8,1,10,1,13,1,7,0,10,0,10,0,8,0,8,0,3,0,4,0,5,0,0,0,0,
AT센터.양재꽃시장,22298,421,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,421,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),청소년,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
AT센터.양재꽃시장,22298,421,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),경로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,421,대흥교통(기점가상) - 도로교통공단서울지부.코트라,2024-11-02(토),장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,440,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),일반인,0,0,1,0,6,3,8,11,15,5,9,6,8,9,11,5,14,7,11,3,18,7,11,10,23,16,19,7,27,11,13,5,12,3,7,2,9,3,9,1,1,3,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,440,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,440,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),청소년,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,440,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),경로,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,1,1,0,0,0,4,1,2,0,5,1,0,0,2,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,440,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),장애인,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0,3,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,440,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,441,월암차고지 - 월암차고지(종점가상),2024-11-02(토),일반인,0,0,0,0,9,5,12,5,17,4,27,6,13,5,16,3,27,16,15,4,28,10,35,11,39,8,27,3,39,4,36,5,10,4,19,6,21,7,13,3,7,1,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,441,월암차고지 - 월암차고지(종점가상),2024-11-02(토),어린이,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,441,월암차고지 - 월암차고지(종점가상),2024-11-02(토),청소년,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,0,1,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,441,월암차고지 - 월암차고지(종점가상),2024-11-02(토),경로,0,0,0,0,1,0,0,0,1,0,5,1,1,0,3,0,3,0,4,0,6,0,4,0,7,1,2,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,441,월암차고지 - 월암차고지(종점가상),2024-11-02(토),장애인,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,4432,개포동차고지(가상) - 개포동차고지(종점가상),2024-11-02(토),일반인,0,2,3,1,15,4,22,9,14,11,21,11,20,11,16,7,11,6,6,6,12,11,8,13,13,16,15,10,19,3,11,2,8,8,8,11,11,7,3,1,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,4432,개포동차고지(가상) - 개포동차고지(종점가상),2024-11-02(토),어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,4432,개포동차고지(가상) - 개포동차고지(종점가상),2024-11-02(토),청소년,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,1,0,0,1,1,0,6,1,0,1,1,0,0,6,2,0,2,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,4432,개포동차고지(가상) - 개포동차고지(종점가상),2024-11-02(토),경로,0,0,0,0,0,0,1,0,1,0,0,1,4,1,3,2,2,2,3,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,4432,개포동차고지(가상) - 개포동차고지(종점가상),2024-11-02(토),장애인,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,4432,개포동차고지(가상) - 개포동차고지(종점가상),2024-11-02(토),국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,452,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),일반인,0,0,0,0,8,9,10,1,14,14,13,6,8,2,24,9,11,8,13,5,6,13,14,13,16,9,20,9,18,4,16,5,13,7,18,5,13,7,11,9,3,10,4,0,0,0,0,0,
AT센터.양재꽃시장,22298,452,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,452,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),청소년,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,452,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),경로,0,0,0,0,0,0,1,0,2,0,3,0,0,0,2,0,1,0,1,0,1,1,1,0,2,0,2,0,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,452,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,452,복정역환승센터4번승강장 - 복정역환승센터2번승강장,2024-11-02(토),국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,470,상암차고지(가상) - 상암차고지(가상),2024-11-02(토),일반인,0,0,3,2,21,16,5,11,7,6,5,10,1,10,6,2,5,3,0,9,5,7,7,13,5,12,3,4,6,8,3,4,7,5,2,9,1,3,3,1,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,470,상암차고지(가상) - 상암차고지(가상),2024-11-02(토),청소년,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,470,상암차고지(가상) - 상암차고지(가상),2024-11-02(토),경로,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,2,0,2,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,470,상암차고지(가상) - 상암차고지(가상),2024-11-02(토),장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,470,상암차고지(가상) - 상암차고지(가상),2024-11-02(토),국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,741,진관공영차고지 - 진관공영차고지,2024-11-02(토),일반인,0,0,2,1,12,5,5,7,15,11,9,11,7,1,13,9,4,10,7,13,2,5,16,12,9,1,16,11,21,14,8,3,4,5,8,5,10,8,5,1,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,741,진관공영차고지 - 진관공영차고지,2024-11-02(토),청소년,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,741,진관공영차고지 - 진관공영차고지,2024-11-02(토),경로,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,2,1,4,0,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,741,진관공영차고지 - 진관공영차고지,2024-11-02(토),장애인,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
AT센터.양재꽃시장,22298,741,진관공영차고지 - 진관공영차고지,2024-11-02(토),국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
